mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,gasto
2019-11,033,Total Sudamérica,28007,Alcorcón,177,007,101.76
2019-11,040,Total Asia,28007,Alcorcón,271,007,101.76
2019-11,102,Austria,28007,Alcorcón,300,007,106.92
2019-11,103,Bélgica,28007,Alcorcón,71,007,101.34
2019-11,107,Dinamarca,28007,Alcorcón,61,007,98.13
2019-11,110,Francia,28007,Alcorcón,762,007,84.71
2019-11,115,Italia,28007,Alcorcón,137,007,96.36
2019-11,117,Luxemburgo,28007,Alcorcón,99,007,101.76
2019-11,121,Países Bajos,28007,Alcorcón,584,007,88.15
2019-11,122,Polonia,28007,Alcorcón,50,007,73.62
2019-11,123,Portugal,28007,Alcorcón,157,007,111.43
2019-11,125,Reino Unido,28007,Alcorcón,291,007,133.26
2019-11,126,Alemania,28007,Alcorcón,294,007,111.85
2019-11,128,Rumania,28007,Alcorcón,84,007,132.15
2019-11,131,Suecia,28007,Alcorcón,107,007,88.31
2019-11,132,Suiza,28007,Alcorcón,39,007,211.23
2019-11,135,Ucrania,28007,Alcorcón,76,007,101.76
2019-11,220,Guinea ecuatorial,28007,Alcorcón,36,007,101.76
2019-11,228,Marruecos,28007,Alcorcón,100,007,101.76
2019-11,302,EE.UU.,28007,Alcorcón,105,007,134.8
2019-11,343,Colombia,28007,Alcorcón,69,007,176.65
2019-11,348,Peru,28007,Alcorcón,42,007,101.76
2019-11,407,China,28007,Alcorcón,166,007,389.76
2019-11,000,Total,28008,Aldea del Fresno,90,008,101.76
2019-11,010,Total Europa,28008,Aldea del Fresno,74,008,101.76
2019-11,011,Total Unión Europea,28008,Aldea del Fresno,61,008,101.76
2019-11,000,Total,28009,Algete,923,009,101.76
2019-11,010,Total Europa,28009,Algete,778,009,101.76
2019-11,011,Total Unión Europea,28009,Algete,646,009,101.76
2019-11,030,Total América,28009,Algete,99,009,101.76
2019-11,031,Total América del Norte,28009,Algete,55,009,101.76
2019-11,033,Total Sudamérica,28009,Algete,42,009,101.76
2019-11,040,Total Asia,28009,Algete,37,009,101.76
2019-11,102,Austria,28009,Algete,36,009,106.92
2019-11,110,Francia,28009,Algete,139,009,84.71
2019-11,115,Italia,28009,Algete,41,009,96.36
2019-11,121,Países Bajos,28009,Algete,90,009,88.15
2019-11,122,Polonia,28009,Algete,33,009,73.62
2019-11,123,Portugal,28009,Algete,36,009,111.43
2019-11,125,Reino Unido,28009,Algete,100,009,133.26
2019-11,126,Alemania,28009,Algete,137,009,111.85
2019-11,131,Suecia,28009,Algete,46,009,88.31
2019-11,302,EE.UU.,28009,Algete,39,009,134.8
2019-11,000,Total,28010,Alpedrete,343,010,101.76
2019-11,010,Total Europa,28010,Alpedrete,306,010,101.76
2019-11,011,Total Unión Europea,28010,Alpedrete,252,010,101.76
2019-11,110,Francia,28010,Alpedrete,108,010,84.71
2019-11,121,Países Bajos,28010,Alpedrete,41,010,88.15
2019-11,125,Reino Unido,28010,Alpedrete,46,010,133.26
2019-11,126,Alemania,28010,Alpedrete,34,010,111.85
2019-11,000,Total,28011,Ambite,65,011,101.76
2019-11,010,Total Europa,28011,Ambite,55,011,101.76
2019-11,011,Total Unión Europea,28011,Ambite,46,011,101.76
2019-11,000,Total,28012,Anchuelo,76,012,101.76
2019-11,010,Total Europa,28012,Anchuelo,61,012,101.76
2019-11,011,Total Unión Europea,28012,Anchuelo,55,012,101.76
2019-11,000,Total,28013,Aranjuez,1788,013,101.76
2019-11,010,Total Europa,28013,Aranjuez,1554,013,101.76
2019-11,011,Total Unión Europea,28013,Aranjuez,1376,013,101.76
2019-11,020,Total África,28013,Aranjuez,71,013,101.76
2019-11,030,Total América,28013,Aranjuez,149,013,101.76
2019-11,031,Total América del Norte,28013,Aranjuez,54,013,101.76
2019-11,033,Total Sudamérica,28013,Aranjuez,91,013,101.76
2019-11,102,Austria,28013,Aranjuez,48,013,106.92
2019-11,103,Bélgica,28013,Aranjuez,58,013,101.34
2019-11,110,Francia,28013,Aranjuez,289,013,84.71
2019-11,112,Hungria,28013,Aranjuez,41,013,101.76
2019-11,115,Italia,28013,Aranjuez,70,013,96.36
2019-11,117,Luxemburgo,28013,Aranjuez,55,013,101.76
2019-11,121,Países Bajos,28013,Aranjuez,256,013,88.15
2019-11,122,Polonia,28013,Aranjuez,42,013,73.62
2019-11,123,Portugal,28013,Aranjuez,55,013,111.43
2019-11,125,Reino Unido,28013,Aranjuez,148,013,133.26
2019-11,126,Alemania,28013,Aranjuez,215,013,111.85
2019-11,128,Rumania,28013,Aranjuez,48,013,132.15
2019-11,131,Suecia,28013,Aranjuez,99,013,88.31
2019-11,228,Marruecos,28013,Aranjuez,60,013,101.76
2019-11,302,EE.UU.,28013,Aranjuez,32,013,134.8
2019-11,343,Colombia,28013,Aranjuez,50,013,176.65
2019-11,000,Total,28014,Arganda del Rey,2107,014,101.76
2019-11,010,Total Europa,28014,Arganda del Rey,1712,014,101.76
2019-11,011,Total Unión Europea,28014,Arganda del Rey,1544,014,101.76
2019-11,020,Total África,28014,Arganda del Rey,50,014,101.76
2019-11,030,Total América,28014,Arganda del Rey,189,014,101.76
2019-11,031,Total América del Norte,28014,Arganda del Rey,106,014,101.76
2019-11,033,Total Sudamérica,28014,Arganda del Rey,79,014,101.76
2019-11,040,Total Asia,28014,Arganda del Rey,156,014,101.76
2019-11,102,Austria,28014,Arganda del Rey,92,014,106.92
2019-11,110,Francia,28014,Arganda del Rey,361,014,84.71
2019-11,115,Italia,28014,Arganda del Rey,89,014,96.36
2019-11,117,Luxemburgo,28014,Arganda del Rey,59,014,101.76
2019-11,121,Países Bajos,28014,Arganda del Rey,382,014,88.15
2019-11,123,Portugal,28014,Arganda del Rey,50,014,111.43
2019-11,125,Reino Unido,28014,Arganda del Rey,139,014,133.26
2019-11,126,Alemania,28014,Arganda del Rey,205,014,111.85
2019-11,128,Rumania,28014,Arganda del Rey,122,014,132.15
2019-11,131,Suecia,28014,Arganda del Rey,64,014,88.31
2019-11,228,Marruecos,28014,Arganda del Rey,37,014,101.76
2019-11,302,EE.UU.,28014,Arganda del Rey,85,014,134.8
2019-11,407,China,28014,Arganda del Rey,71,014,389.76
2019-11,430,Republica de corea - corea del sur,28014,Arganda del Rey,68,014,142.74
2019-11,000,Total,28015,Arroyomolinos,1401,015,101.76
2019-11,010,Total Europa,28015,Arroyomolinos,699,015,101.76
2019-11,011,Total Unión Europea,28015,Arroyomolinos,645,015,101.76
2019-11,030,Total América,28015,Arroyomolinos,37,015,101.76
2019-11,040,Total Asia,28015,Arroyomolinos,656,015,101.76
2019-11,102,Austria,28015,Arroyomolinos,65,015,106.92
2019-11,110,Francia,28015,Arroyomolinos,206,015,84.71
2019-11,121,Países Bajos,28015,Arroyomolinos,103,015,88.15
2019-11,123,Portugal,28015,Arroyomolinos,36,015,111.43
2019-11,125,Reino Unido,28015,Arroyomolinos,42,015,133.26
2019-11,126,Alemania,28015,Arroyomolinos,80,015,111.85
2019-11,131,Suecia,28015,Arroyomolinos,65,015,88.31
2019-11,407,China,28015,Arroyomolinos,642,015,389.76
2019-11,000,Total,28017,Batres,43,017,101.76
2019-11,010,Total Europa,28017,Batres,41,017,101.76
2019-11,000,Total,28018,Becerril de la Sierra,59,018,101.76
2019-11,010,Total Europa,28018,Becerril de la Sierra,46,018,101.76
2019-11,011,Total Unión Europea,28018,Becerril de la Sierra,38,018,101.76
2019-11,000,Total,28019,Belmonte de Tajo,56,019,101.76
2019-11,010,Total Europa,28019,Belmonte de Tajo,39,019,101.76
2019-11,000,Total,28021,"Berrueco, El",30,021,101.76
2019-11,000,Total,28022,Boadilla del Monte,2944,022,101.76
2019-11,010,Total Europa,28022,Boadilla del Monte,2573,022,101.76
2019-11,011,Total Unión Europea,28022,Boadilla del Monte,2169,022,101.76
2019-11,030,Total América,28022,Boadilla del Monte,273,022,101.76
2019-11,031,Total América del Norte,28022,Boadilla del Monte,182,022,101.76
2019-11,033,Total Sudamérica,28022,Boadilla del Monte,88,022,101.76
2019-11,040,Total Asia,28022,Boadilla del Monte,81,022,101.76
2019-11,102,Austria,28022,Boadilla del Monte,470,022,106.92
2019-11,107,Dinamarca,28022,Boadilla del Monte,77,022,98.13
2019-11,110,Francia,28022,Boadilla del Monte,428,022,84.71
2019-11,115,Italia,28022,Boadilla del Monte,55,022,96.36
2019-11,117,Luxemburgo,28022,Boadilla del Monte,53,022,101.76
2019-11,121,Países Bajos,28022,Boadilla del Monte,597,022,88.15
2019-11,122,Polonia,28022,Boadilla del Monte,36,022,73.62
2019-11,123,Portugal,28022,Boadilla del Monte,104,022,111.43
2019-11,125,Reino Unido,28022,Boadilla del Monte,358,022,133.26
2019-11,126,Alemania,28022,Boadilla del Monte,225,022,111.85
2019-11,131,Suecia,28022,Boadilla del Monte,58,022,88.31
2019-11,132,Suiza,28022,Boadilla del Monte,37,022,211.23
2019-11,302,EE.UU.,28022,Boadilla del Monte,142,022,134.8
2019-11,407,China,28022,Boadilla del Monte,67,022,389.76
2019-11,000,Total,28023,"Boalo, El",232,023,101.76
2019-11,010,Total Europa,28023,"Boalo, El",204,023,101.76
2019-11,011,Total Unión Europea,28023,"Boalo, El",164,023,101.76
2019-11,110,Francia,28023,"Boalo, El",55,023,84.71
2019-11,121,Países Bajos,28023,"Boalo, El",40,023,88.15
2019-11,125,Reino Unido,28023,"Boalo, El",30,023,133.26
2019-11,000,Total,28025,Brea de Tajo,98,025,101.76
2019-11,010,Total Europa,28025,Brea de Tajo,64,025,101.76
2019-11,011,Total Unión Europea,28025,Brea de Tajo,44,025,101.76
2019-11,000,Total,28026,Brunete,366,026,101.76
2019-11,010,Total Europa,28026,Brunete,324,026,101.76
2019-11,011,Total Unión Europea,28026,Brunete,280,026,101.76
2019-11,102,Austria,28026,Brunete,32,026,106.92
2019-11,110,Francia,28026,Brunete,100,026,84.71
2019-11,121,Países Bajos,28026,Brunete,49,026,88.15
2019-11,125,Reino Unido,28026,Brunete,31,026,133.26
2019-11,000,Total,28027,Buitrago del Lozoya,121,027,101.76
2019-11,010,Total Europa,28027,Buitrago del Lozoya,71,027,101.76
2019-11,011,Total Unión Europea,28027,Buitrago del Lozoya,55,027,101.76
2019-11,030,Total América,28027,Buitrago del Lozoya,44,027,101.76
2019-11,031,Total América del Norte,28027,Buitrago del Lozoya,32,027,101.76
2019-11,302,EE.UU.,28027,Buitrago del Lozoya,32,027,134.8
2019-11,000,Total,28028,Bustarviejo,108,028,101.76
2019-11,010,Total Europa,28028,Bustarviejo,84,028,101.76
2019-11,011,Total Unión Europea,28028,Bustarviejo,63,028,101.76
2019-11,000,Total,28029,Cabanillas de la Sierra,41,029,101.76
2019-11,010,Total Europa,28029,Cabanillas de la Sierra,36,029,101.76
2019-11,011,Total Unión Europea,28029,Cabanillas de la Sierra,33,029,101.76
2019-11,000,Total,28030,"Cabrera, La",289,030,101.76
2019-11,010,Total Europa,28030,"Cabrera, La",264,030,101.76
2019-11,011,Total Unión Europea,28030,"Cabrera, La",228,030,101.76
2019-11,110,Francia,28030,"Cabrera, La",43,030,84.71
2019-11,126,Alemania,28030,"Cabrera, La",60,030,111.85
2019-11,000,Total,28031,Cadalso de los Vidrios,60,031,101.76
2019-11,010,Total Europa,28031,Cadalso de los Vidrios,38,031,101.76
2019-11,011,Total Unión Europea,28031,Cadalso de los Vidrios,30,031,101.76
2019-11,000,Total,28032,Camarma de Esteruelas,196,032,101.76
2019-11,010,Total Europa,28032,Camarma de Esteruelas,152,032,101.76
2019-11,011,Total Unión Europea,28032,Camarma de Esteruelas,147,032,101.76
2019-11,110,Francia,28032,Camarma de Esteruelas,30,032,84.71
2019-11,121,Países Bajos,28032,Camarma de Esteruelas,52,032,88.15
2019-11,000,Total,28033,Campo Real,193,033,101.76
2019-11,010,Total Europa,28033,Campo Real,155,033,101.76
2019-11,011,Total Unión Europea,28033,Campo Real,137,033,101.76
2019-11,000,Total,28034,Canencia,52,034,101.76
2019-11,010,Total Europa,28034,Canencia,50,034,101.76
2019-11,011,Total Unión Europea,28034,Canencia,46,034,101.76
2019-11,000,Total,28035,Carabaña,91,035,101.76
2019-11,010,Total Europa,28035,Carabaña,59,035,101.76
2019-11,011,Total Unión Europea,28035,Carabaña,51,035,101.76
2019-11,000,Total,28036,Casarrubuelos,109,036,101.76
2019-11,010,Total Europa,28036,Casarrubuelos,73,036,101.76
2019-11,011,Total Unión Europea,28036,Casarrubuelos,72,036,101.76
2019-11,000,Total,28038,Cercedilla,154,038,101.76
2019-11,010,Total Europa,28038,Cercedilla,133,038,101.76
2019-11,011,Total Unión Europea,28038,Cercedilla,110,038,101.76
2019-11,102,Austria,28038,Cercedilla,41,038,106.92
2019-11,121,Países Bajos,28038,Cercedilla,30,038,88.15
2019-11,000,Total,28040,Ciempozuelos,2992,040,101.76
2019-11,010,Total Europa,28040,Ciempozuelos,2778,040,101.76
2019-11,011,Total Unión Europea,28040,Ciempozuelos,2705,040,101.76
2019-11,020,Total África,28040,Ciempozuelos,47,040,101.76
2019-11,030,Total América,28040,Ciempozuelos,69,040,101.76
2019-11,031,Total América del Norte,28040,Ciempozuelos,35,040,101.76
2019-11,040,Total Asia,28040,Ciempozuelos,98,040,101.76
2019-11,102,Austria,28040,Ciempozuelos,1599,040,106.92
2019-11,107,Dinamarca,28040,Ciempozuelos,168,040,98.13
2019-11,110,Francia,28040,Ciempozuelos,202,040,84.71
2019-11,113,Irlanda,28040,Ciempozuelos,72,040,97.59
2019-11,115,Italia,28040,Ciempozuelos,51,040,96.36
2019-11,121,Países Bajos,28040,Ciempozuelos,140,040,88.15
2019-11,122,Polonia,28040,Ciempozuelos,64,040,73.62
2019-11,123,Portugal,28040,Ciempozuelos,71,040,111.43
2019-11,125,Reino Unido,28040,Ciempozuelos,55,040,133.26
2019-11,126,Alemania,28040,Ciempozuelos,135,040,111.85
2019-11,131,Suecia,28040,Ciempozuelos,108,040,88.31
2019-11,142,Lituania,28040,Ciempozuelos,32,040,101.76
2019-11,228,Marruecos,28040,Ciempozuelos,38,040,101.76
2019-11,302,EE.UU.,28040,Ciempozuelos,35,040,134.8
2019-11,407,China,28040,Ciempozuelos,89,040,389.76
2019-11,000,Total,28041,Cobeña,143,041,101.76
2019-11,010,Total Europa,28041,Cobeña,118,041,101.76
2019-11,011,Total Unión Europea,28041,Cobeña,99,041,101.76
2019-11,110,Francia,28041,Cobeña,33,041,84.71
2019-11,000,Total,28042,Colmenar del Arroyo,39,042,101.76
2019-11,000,Total,28043,Colmenar de Oreja,124,043,101.76
2019-11,010,Total Europa,28043,Colmenar de Oreja,108,043,101.76
2019-11,011,Total Unión Europea,28043,Colmenar de Oreja,93,043,101.76
2019-11,110,Francia,28043,Colmenar de Oreja,32,043,84.71
2019-11,121,Países Bajos,28043,Colmenar de Oreja,39,043,88.15
2019-11,000,Total,28044,Colmenarejo,266,044,101.76
2019-11,010,Total Europa,28044,Colmenarejo,222,044,101.76
2019-11,011,Total Unión Europea,28044,Colmenarejo,184,044,101.76
2019-11,030,Total América,28044,Colmenarejo,31,044,101.76
2019-11,110,Francia,28044,Colmenarejo,75,044,84.71
2019-11,121,Países Bajos,28044,Colmenarejo,41,044,88.15
2019-11,000,Total,28045,Colmenar Viejo,1436,045,101.76
2019-11,010,Total Europa,28045,Colmenar Viejo,1266,045,101.76
2019-11,011,Total Unión Europea,28045,Colmenar Viejo,1120,045,101.76
2019-11,020,Total África,28045,Colmenar Viejo,63,045,101.76
2019-11,030,Total América,28045,Colmenar Viejo,87,045,101.76
2019-11,031,Total América del Norte,28045,Colmenar Viejo,59,045,101.76
2019-11,102,Austria,28045,Colmenar Viejo,79,045,106.92
2019-11,110,Francia,28045,Colmenar Viejo,306,045,84.71
2019-11,115,Italia,28045,Colmenar Viejo,46,045,96.36
2019-11,117,Luxemburgo,28045,Colmenar Viejo,37,045,101.76
2019-11,121,Países Bajos,28045,Colmenar Viejo,273,045,88.15
2019-11,123,Portugal,28045,Colmenar Viejo,43,045,111.43
2019-11,125,Reino Unido,28045,Colmenar Viejo,134,045,133.26
2019-11,126,Alemania,28045,Colmenar Viejo,120,045,111.85
2019-11,128,Rumania,28045,Colmenar Viejo,42,045,132.15
2019-11,131,Suecia,28045,Colmenar Viejo,55,045,88.31
2019-11,228,Marruecos,28045,Colmenar Viejo,52,045,101.76
2019-11,302,EE.UU.,28045,Colmenar Viejo,59,045,134.8
2019-11,000,Total,28046,Collado Mediano,177,046,101.76
2019-11,010,Total Europa,28046,Collado Mediano,158,046,101.76
2019-11,011,Total Unión Europea,28046,Collado Mediano,129,046,101.76
2019-11,110,Francia,28046,Collado Mediano,57,046,84.71
2019-11,121,Países Bajos,28046,Collado Mediano,33,046,88.15
2019-11,000,Total,28047,Collado Villalba,1602,047,101.76
2019-11,010,Total Europa,28047,Collado Villalba,1250,047,101.76
2019-11,011,Total Unión Europea,28047,Collado Villalba,1132,047,101.76
2019-11,020,Total África,28047,Collado Villalba,92,047,101.76
2019-11,030,Total América,28047,Collado Villalba,147,047,101.76
2019-11,031,Total América del Norte,28047,Collado Villalba,43,047,101.76
2019-11,033,Total Sudamérica,28047,Collado Villalba,100,047,101.76
2019-11,040,Total Asia,28047,Collado Villalba,111,047,101.76
2019-11,102,Austria,28047,Collado Villalba,127,047,106.92
2019-11,104,Bulgaria,28047,Collado Villalba,57,047,101.76
2019-11,110,Francia,28047,Collado Villalba,356,047,84.71
2019-11,117,Luxemburgo,28047,Collado Villalba,58,047,101.76
2019-11,121,Países Bajos,28047,Collado Villalba,238,047,88.15
2019-11,123,Portugal,28047,Collado Villalba,54,047,111.43
2019-11,125,Reino Unido,28047,Collado Villalba,97,047,133.26
2019-11,126,Alemania,28047,Collado Villalba,95,047,111.85
2019-11,131,Suecia,28047,Collado Villalba,49,047,88.31
2019-11,228,Marruecos,28047,Collado Villalba,84,047,101.76
2019-11,302,EE.UU.,28047,Collado Villalba,42,047,134.8
2019-11,343,Colombia,28047,Collado Villalba,66,047,176.65
2019-11,407,China,28047,Collado Villalba,52,047,389.76
2019-11,430,Republica de corea - corea del sur,28047,Collado Villalba,40,047,142.74
2019-11,000,Total,28049,Coslada,3013,049,101.76
2019-11,010,Total Europa,28049,Coslada,2462,049,101.76
2019-11,011,Total Unión Europea,28049,Coslada,2103,049,101.76
2019-11,020,Total África,28049,Coslada,40,049,101.76
2019-11,030,Total América,28049,Coslada,274,049,101.76
2019-11,031,Total América del Norte,28049,Coslada,163,049,101.76
2019-11,033,Total Sudamérica,28049,Coslada,107,049,101.76
2019-11,040,Total Asia,28049,Coslada,235,049,101.76
2019-11,102,Austria,28049,Coslada,103,049,106.92
2019-11,103,Bélgica,28049,Coslada,140,049,101.34
2019-11,107,Dinamarca,28049,Coslada,35,049,98.13
2019-11,110,Francia,28049,Coslada,310,049,84.71
2019-11,115,Italia,28049,Coslada,118,049,96.36
2019-11,116,Liechtenstein,28049,Coslada,111,049,101.76
2019-11,117,Luxemburgo,28049,Coslada,31,049,101.76
2019-11,121,Países Bajos,28049,Coslada,346,049,88.15
2019-11,122,Polonia,28049,Coslada,56,049,73.62
2019-11,123,Portugal,28049,Coslada,142,049,111.43
2019-11,125,Reino Unido,28049,Coslada,195,049,133.26
2019-11,126,Alemania,28049,Coslada,335,049,111.85
2019-11,128,Rumania,28049,Coslada,191,049,132.15
2019-11,131,Suecia,28049,Coslada,220,049,88.31
2019-11,228,Marruecos,28049,Coslada,33,049,101.76
2019-11,302,EE.UU.,28049,Coslada,132,049,134.8
2019-11,407,China,28049,Coslada,48,049,389.76
2019-11,415,Japón,28049,Coslada,103,049,139.79
2019-11,430,Republica de corea - corea del sur,28049,Coslada,52,049,142.74
2019-11,000,Total,28050,Cubas de la Sagra,143,050,101.76
2019-11,010,Total Europa,28050,Cubas de la Sagra,108,050,101.76
2019-11,011,Total Unión Europea,28050,Cubas de la Sagra,104,050,101.76
2019-11,110,Francia,28050,Cubas de la Sagra,33,050,84.71
2019-11,000,Total,28051,Chapinería,31,051,101.76
2019-11,000,Total,28052,Chinchón,173,052,101.76
2019-11,010,Total Europa,28052,Chinchón,161,052,101.76
2019-11,011,Total Unión Europea,28052,Chinchón,126,052,101.76
2019-11,110,Francia,28052,Chinchón,47,052,84.71
2019-11,121,Países Bajos,28052,Chinchón,34,052,88.15
2019-11,125,Reino Unido,28052,Chinchón,33,052,133.26
2019-11,000,Total,28053,Daganzo de Arriba,305,053,101.76
2019-11,010,Total Europa,28053,Daganzo de Arriba,270,053,101.76
2019-11,011,Total Unión Europea,28053,Daganzo de Arriba,246,053,101.76
2019-11,110,Francia,28053,Daganzo de Arriba,63,053,84.71
2019-11,121,Países Bajos,28053,Daganzo de Arriba,56,053,88.15
2019-11,123,Portugal,28053,Daganzo de Arriba,35,053,111.43
2019-11,131,Suecia,28053,Daganzo de Arriba,30,053,88.31
2019-11,000,Total,28054,"Escorial, El",500,054,101.76
2019-11,010,Total Europa,28054,"Escorial, El",422,054,101.76
2019-11,011,Total Unión Europea,28054,"Escorial, El",361,054,101.76
2019-11,030,Total América,28054,"Escorial, El",45,054,101.76
2019-11,031,Total América del Norte,28054,"Escorial, El",39,054,101.76
2019-11,102,Austria,28054,"Escorial, El",30,054,106.92
2019-11,110,Francia,28054,"Escorial, El",91,054,84.71
2019-11,115,Italia,28054,"Escorial, El",30,054,96.36
2019-11,121,Países Bajos,28054,"Escorial, El",67,054,88.15
2019-11,123,Portugal,28054,"Escorial, El",33,054,111.43
2019-11,125,Reino Unido,28054,"Escorial, El",50,054,133.26
2019-11,126,Alemania,28054,"Escorial, El",56,054,111.85
2019-11,000,Total,28055,Estremera,94,055,101.76
2019-11,010,Total Europa,28055,Estremera,71,055,101.76
2019-11,011,Total Unión Europea,28055,Estremera,66,055,101.76
2019-11,000,Total,28057,Fresno de Torote,54,057,101.76
2019-11,010,Total Europa,28057,Fresno de Torote,33,057,101.76
2019-11,000,Total,28058,Fuenlabrada,5004,058,101.76
2019-11,010,Total Europa,28058,Fuenlabrada,3794,058,101.76
2019-11,011,Total Unión Europea,28058,Fuenlabrada,3434,058,101.76
2019-11,020,Total África,28058,Fuenlabrada,490,058,101.76
2019-11,030,Total América,28058,Fuenlabrada,292,058,101.76
2019-11,033,Total Sudamérica,28058,Fuenlabrada,167,058,101.76
2019-11,040,Total Asia,28058,Fuenlabrada,428,058,101.76
2019-11,102,Austria,28058,Fuenlabrada,140,058,106.92
2019-11,103,Bélgica,28058,Fuenlabrada,71,058,101.34
2019-11,107,Dinamarca,28058,Fuenlabrada,57,058,98.13
2019-11,110,Francia,28058,Fuenlabrada,795,058,84.71
2019-11,113,Irlanda,28058,Fuenlabrada,41,058,97.59
2019-11,115,Italia,28058,Fuenlabrada,196,058,96.36
2019-11,117,Luxemburgo,28058,Fuenlabrada,142,058,101.76
2019-11,121,Países Bajos,28058,Fuenlabrada,645,058,88.15
2019-11,122,Polonia,28058,Fuenlabrada,64,058,73.62
2019-11,123,Portugal,28058,Fuenlabrada,268,058,111.43
2019-11,125,Reino Unido,28058,Fuenlabrada,272,058,133.26
2019-11,126,Alemania,28058,Fuenlabrada,376,058,111.85
2019-11,128,Rumania,28058,Fuenlabrada,85,058,132.15
2019-11,131,Suecia,28058,Fuenlabrada,449,058,88.31
2019-11,135,Ucrania,28058,Fuenlabrada,37,058,101.76
2019-11,142,Lituania,28058,Fuenlabrada,50,058,101.76
2019-11,203,Argelia,28058,Fuenlabrada,31,058,101.76
2019-11,220,Guinea ecuatorial,28058,Fuenlabrada,80,058,101.76
2019-11,228,Marruecos,28058,Fuenlabrada,231,058,101.76
2019-11,234,Nigeria,28058,Fuenlabrada,141,058,101.76
2019-11,302,EE.UU.,28058,Fuenlabrada,98,058,134.8
2019-11,343,Colombia,28058,Fuenlabrada,121,058,176.65
2019-11,407,China,28058,Fuenlabrada,326,058,389.76
2019-11,430,Republica de corea - corea del sur,28058,Fuenlabrada,83,058,142.74
2019-11,000,Total,28059,Fuente el Saz de Jarama,201,059,101.76
2019-11,010,Total Europa,28059,Fuente el Saz de Jarama,188,059,101.76
2019-11,011,Total Unión Europea,28059,Fuente el Saz de Jarama,161,059,101.76
2019-11,110,Francia,28059,Fuente el Saz de Jarama,91,059,84.71
2019-11,121,Países Bajos,28059,Fuente el Saz de Jarama,34,059,88.15
2019-11,000,Total,28060,Fuentidueña de Tajo,99,060,101.76
2019-11,010,Total Europa,28060,Fuentidueña de Tajo,84,060,101.76
2019-11,011,Total Unión Europea,28060,Fuentidueña de Tajo,73,060,101.76
2019-11,110,Francia,28060,Fuentidueña de Tajo,32,060,84.71
2019-11,000,Total,28061,Galapagar,967,061,101.76
2019-11,010,Total Europa,28061,Galapagar,787,061,101.76
2019-11,011,Total Unión Europea,28061,Galapagar,685,061,101.76
2019-11,020,Total África,28061,Galapagar,47,061,101.76
2019-11,030,Total América,28061,Galapagar,118,061,101.76
2019-11,031,Total América del Norte,28061,Galapagar,46,061,101.76
2019-11,033,Total Sudamérica,28061,Galapagar,68,061,101.76
2019-11,102,Austria,28061,Galapagar,132,061,106.92
2019-11,110,Francia,28061,Galapagar,186,061,84.71
2019-11,115,Italia,28061,Galapagar,31,061,96.36
2019-11,121,Países Bajos,28061,Galapagar,134,061,88.15
2019-11,125,Reino Unido,28061,Galapagar,92,061,133.26
2019-11,126,Alemania,28061,Galapagar,86,061,111.85
2019-11,228,Marruecos,28061,Galapagar,43,061,101.76
2019-11,343,Colombia,28061,Galapagar,56,061,176.65
2019-11,000,Total,28062,Garganta de los Montes,56,062,101.76
2019-11,010,Total Europa,28062,Garganta de los Montes,40,062,101.76
2019-11,011,Total Unión Europea,28062,Garganta de los Montes,39,062,101.76
2019-11,000,Total,28065,Getafe,7584,065,101.76
2019-11,010,Total Europa,28065,Getafe,5908,065,101.76
2019-11,011,Total Unión Europea,28065,Getafe,5218,065,101.76
2019-11,020,Total África,28065,Getafe,208,065,101.76
2019-11,030,Total América,28065,Getafe,552,065,101.76
2019-11,031,Total América del Norte,28065,Getafe,222,065,101.76
2019-11,033,Total Sudamérica,28065,Getafe,300,065,101.76
2019-11,040,Total Asia,28065,Getafe,915,065,101.76
2019-11,102,Austria,28065,Getafe,333,065,106.92
2019-11,103,Bélgica,28065,Getafe,170,065,101.34
2019-11,104,Bulgaria,28065,Getafe,70,065,101.76
2019-11,107,Dinamarca,28065,Getafe,113,065,98.13
2019-11,110,Francia,28065,Getafe,1153,065,84.71
2019-11,113,Irlanda,28065,Getafe,56,065,97.59
2019-11,115,Italia,28065,Getafe,249,065,96.36
2019-11,117,Luxemburgo,28065,Getafe,142,065,101.76
2019-11,121,Países Bajos,28065,Getafe,1062,065,88.15
2019-11,122,Polonia,28065,Getafe,184,065,73.62
2019-11,123,Portugal,28065,Getafe,311,065,111.43
2019-11,125,Reino Unido,28065,Getafe,544,065,133.26
2019-11,126,Alemania,28065,Getafe,654,065,111.85
2019-11,128,Rumania,28065,Getafe,170,065,132.15
2019-11,131,Suecia,28065,Getafe,444,065,88.31
2019-11,132,Suiza,28065,Getafe,42,065,211.23
2019-11,135,Ucrania,28065,Getafe,62,065,101.76
2019-11,142,Lituania,28065,Getafe,59,065,101.76
2019-11,154,Rusia,28065,Getafe,30,065,112.48
2019-11,228,Marruecos,28065,Getafe,163,065,101.76
2019-11,302,EE.UU.,28065,Getafe,168,065,134.8
2019-11,342,Brasil,28065,Getafe,30,065,139.14
2019-11,343,Colombia,28065,Getafe,175,065,176.65
2019-11,348,Peru,28065,Getafe,39,065,101.76
2019-11,351,Venezuela,28065,Getafe,32,065,101.76
2019-11,407,China,28065,Getafe,656,065,389.76
2019-11,430,Republica de corea - corea del sur,28065,Getafe,187,065,142.74
2019-11,000,Total,28066,Griñón,160,066,101.76
