grupo,tipo,nombre,X,Y
comercio,vending_parking,NA,-3.7115765,40.41572
comercio,vending_parking,Parquímetro,-3.7125447,40.4160242
comercio,vending_parking,NA,-3.711952,40.4168574
comercio,vending_parking,Parquímetro,-3.7094227,40.4173006
comercio,vending_parking,Parquímetro,-3.7104821,40.4172985
comercio,vending_parking,NA,-3.7109381,40.4175027
comercio,vending_parking,Parquímetro,-3.7081727,40.4191956
comercio,vending_parking,Parquímetro,-3.7092161,40.4190506
comercio,vending_parking,Parquímetro,-3.7103695,40.4188709
comercio,vending_parking,Parquímetro,-3.7108737,40.4197347
comercio,vending_parking,Parquímetro,-3.7116838,40.4204943
comercio,vending_parking,Parquímetro,-3.7081191,40.4205351
comercio,vending_parking,NA,-3.710576,40.4212539
comercio,vending_parking,Parquímetro,-3.7094495,40.4207761
comercio,vending_parking,Parquímetro,-3.7092403,40.421403
comercio,vending_parking,NA,-3.7103748,40.4221136
comercio,vending_parking,NA,-3.7106457,40.4225648
comercio,vending_parking,NA,-3.7111554,40.4230345
hosteleria,restaurant,NA,-3.6710738,40.5044959
hosteleria,restaurant,La Tagliatella,-3.6707747,40.5042736
comercio,supermarket,Supercor,-3.669852,40.5036597
comercio,hairdresser,ADN,-3.6681984,40.5036037
comercio,optician,Centro Óptico Las Tablas,-3.6681099,40.5035517
comercio,beauty_shop,Mimomento,-3.6675413,40.5031509
hosteleria,restaurant,Jarana gastrobar,-4.0076933,40.6314727
hosteleria,bar,La Vinoteca,-3.7972539,40.4366585
comercio,hairdresser,Carche,-3.7974304,40.4365632
hosteleria,bar,La Bocha,-3.7976374,40.4364544
comercio,gift_shop,Maristegui,-3.7976008,40.4358295
hosteleria,restaurant,La Aguja de las Tablas,-3.6729218,40.5041757
comercio,hairdresser,Mi Pelu,-3.6726469,40.5044123
comercio,bicycle_shop,Lobo Bike,-3.672144,40.505018
comercio,laundry,Presto,-3.6715324,40.5048161
comercio,convenience,NA,-3.6716973999999998,40.5049364
hosteleria,restaurant,Mar Food,-3.6718261,40.50502
hosteleria,cafe,El Churri,-3.6719629,40.5051067
hosteleria,restaurant,Otro Jerezano,-3.6712816,40.5057155
comercio,convenience,NA,-3.672156,40.4993604
hosteleria,restaurant,Gaeta,-3.6716887,40.5008748
hosteleria,restaurant,La Grosella,-3.6715928,40.5008044
hosteleria,restaurant,Makitake,-3.6715777,40.5006171
comercio,beauty_shop,Nails & Beauty,-3.6716927,40.5005128
hosteleria,restaurant,Marsellus Barbacoa,-3.6720152,40.5002548
hosteleria,restaurant,Juanchi's Burgers,-3.6721815,40.500109
hosteleria,restaurant,Oam Thong,-3.6728534,40.4998591
comercio,hairdresser,3K peluqueros,-3.6724699,40.5007239
hosteleria,restaurant,Go Sushing,-3.67226,40.5009008
comercio,laundry,NA,-3.7069566,40.4110274
comercio,laundry,La Colada,-3.7048404,40.4114107
comercio,supermarket,Dia,-3.6991973,40.4770529
comercio,hairdresser,Juan,-3.6994047,40.4769897
comercio,butcher,NA,-3.6995559,40.476961
comercio,hairdresser,Estoy Horrible,-3.7013389,40.4753042
comercio,car_dealership,PSA Retail Madrid,-3.7110178,40.4715847
comercio,car_dealership,Mercedes-Benz,-3.7105156,40.4716178
comercio,car_dealership,Jeep,-3.7102326,40.4716487
comercio,supermarket,Lidl,-3.7113014,40.4715562
hosteleria,pub,Los Manchegos,-3.7137449,40.4720578
hosteleria,fast_food,NA,-3.7157891,40.4210443
hosteleria,cafe,Churrería San Segundo,-3.7318354,40.3048718
hosteleria,bar,Café Bar El Zopico,-3.7315154,40.3043077
hosteleria,bar,Bodegas Checa,-3.730869,40.3017595
hosteleria,bar,Los Hermanos,-3.7318731,40.3019534
comercio,bicycle_shop,Ciclos A. Martin,-3.7430315,40.3823318
comercio,bicycle_rental,NA,-3.5423922,40.4474924
hosteleria,restaurant,O'pulpiño,-3.7390444,40.3349599
hosteleria,restaurant,Butarque,-3.7613841,40.3521952
hosteleria,bar,El Cañón,-3.6392056,40.4069279
hosteleria,bar,Gourmet D'Arty Delicatessen,-3.6395441,40.4075914
hosteleria,restaurant,Patacón Pisao,-3.6944302,40.4040904
hosteleria,bar,Mesón La Catedral,-3.7275986,40.30347
hosteleria,bar,El rincón del tío Eulogio,-3.7168214,40.3237069
hosteleria,pub,Cervecería Alquítara,-3.6059311,40.4059804
hosteleria,pub,The Gold's Abbey,-3.7182132,40.3255694
hosteleria,bar,Cañas y tapas,-3.725433,40.3166979
hosteleria,restaurant,L'Isola Bella,-3.7041003,40.4264499
comercio,car_dealership,NA,-3.7391697,40.3707111
comercio,car_dealership,NA,-3.7390641,40.370823
comercio,hairdresser,NA,-3.782215,40.3832391
hosteleria,cafe,Parque Europa,-3.7823891,40.3833221
hosteleria,pub,Alcubilla,-3.6943716,40.3909651
hosteleria,fast_food,Nemrut,-3.6942955,40.3909215
hosteleria,cafe,Legazpi,-3.6943556,40.3912711
hosteleria,cafe,Gallalcu,-3.6942029,40.3908491
hosteleria,restaurant,Kunfu,-3.6992988,40.4229048
hosteleria,restaurant,Mundo Kebab,-3.6996612,40.4221403
comercio,car_dealership,NA,-3.8450705,40.3154396
hosteleria,fast_food,Real Turquito,-3.7312938,40.3061488
hosteleria,restaurant,Oskar Burger,-3.7312065,40.3060127
hosteleria,fast_food,Doner Kebab El Parque,-3.7311818,40.3060537
hosteleria,restaurant,El Cardenal,-3.7310715,40.3061668
hosteleria,restaurant,Avenida 63,-3.7293927,40.3083601
hosteleria,bar,Kaligula's,-3.7276116,40.3076606
hosteleria,pub,La Chupitería,-3.7273947,40.3064293
hosteleria,pub,Fender Club,-3.7266182,40.3063648
hosteleria,bar,Cafetería Pereira,-3.7285308,40.3089598
hosteleria,pub,Bar Garaje,-3.7272482,40.3057525
hosteleria,restaurant,La Venganza de Malinche,-3.7302017,40.306863
hosteleria,fast_food,Burger Ottawa,-3.7362289,40.308898
comercio,hairdresser,Mm Peluqueros,-3.7860766,40.4452181
comercio,furniture_shop,Docrys & Co,-3.7796238,40.4591807
comercio,furniture_shop,MartoStudio,-3.779468,40.4575604
hosteleria,fast_food,NA,-3.8253347,40.3327309
hosteleria,restaurant,Carmen's,-3.7883725,40.4449648
comercio,bicycle_rental,NA,-3.710357,40.4141719
hosteleria,cafe,La Piruleta,-3.8357394,40.3309633
hosteleria,bar,PiKARA,-3.8337969,40.328853
hosteleria,fast_food,Burger King,-3.8328021,40.3586014
hosteleria,restaurant,Lizarran,-3.8327735,40.358505
hosteleria,restaurant,Restaurante Brasayleña Tres Aguas,-3.8331656,40.3584956
hosteleria,restaurant,La Sureña,-3.8327998,40.3581787
hosteleria,restaurant,Foster's Hollywood Tres Aguas,-3.8325465,40.3576654
hosteleria,restaurant,Pans & Company,-3.8320131,40.3581869
hosteleria,restaurant,Rodilla,-3.8319888,40.3582937
hosteleria,restaurant,Ginos Tres Aguas,-3.8320346,40.3583737
hosteleria,restaurant,VIPS Tres Aguas,-3.8321451,40.3584928
comercio,supermarket,Soria Natural,-3.831672,40.3562473
hosteleria,bar,Maldito Parné,-3.6165683,40.5600364
comercio,hairdresser,Peluquería Saluma,-3.6164297,40.5601391
comercio,laundry,Chaqué Confort,-3.615877,40.5606423
comercio,laundry,Pressto,-3.6142328,40.5611519
comercio,optician,Optimarket,-3.61749,40.5605113
comercio,beauty_shop,Facial cleanning & Body massage,-3.6181203,40.5609054
hosteleria,bar,Amphora Madrid,-3.8119649,40.3447441
hosteleria,restaurant,Asador Villaranda,-3.8121086,40.3446534
hosteleria,bar,Tierra de Barros,-3.6126704,40.5638554
hosteleria,cafe,Buona Giornata,-3.6124451,40.5640754
hosteleria,restaurant,Aladro,-3.6102033,40.5650546
comercio,beauty_shop,Primor,-3.6950273,40.4497936
comercio,bookshop,Centro Imagen Papelería,-3.7744077,40.3962455
comercio,supermarket,Supermercados Colonia Jardín,-3.7747381,40.3960865
comercio,bakery,Crowns,-3.7745776,40.3954991
hosteleria,restaurant,El Vagón de la Cerveza,-3.7847295,40.4479141
comercio,supermarket,Super Aravaca,-3.7847348,40.448037
comercio,beauty_shop,Aravaca Medicina Estética Avanzada,-3.7847377,40.4481041
hosteleria,restaurant,La Tapería de Rosa,-3.7847338,40.4479793
comercio,hairdresser,Marco Aldany,-3.7847394,40.448156
comercio,optician,Óptica Millenium,-3.784652,40.4481498
turismo,hotel,Ilunion Pío XII,-3.6736202,40.4688531
comercio,beauty_shop,NA,-3.7966927,40.4369504
comercio,clothes,Hera,-3.7975482,40.4365092
comercio,furniture_shop,Recuero,-3.7985251,40.4359898
comercio,hairdresser,Alberto's Caballeros,-3.7989824,40.4360933
comercio,bakery,Levadura Madre,-3.7950356,40.437704
comercio,travel_agent,Barceló,-3.7050058,40.4789827
hosteleria,restaurant,Nueva China,-3.7048823,40.4785316
hosteleria,pub,El Puerto,-3.7072246,40.478526
comercio,clothes,Fanelli,-3.705964,40.4787694
comercio,clothes,Sílice,-3.7058588,40.4788003
comercio,jeweller,Oro Fabrik,-3.7061124,40.4787554
hosteleria,pub,La Plaza,-3.7051405,40.4786867
comercio,supermarket,Dia,-3.702456,40.4841528
comercio,butcher,Antonio,-3.7025808,40.4843728
hosteleria,pub,García,-3.7032101,40.4843348
comercio,shoe_shop,Puerto,-3.7100242,40.4779454
hosteleria,cafe,El Ángel,-3.7098503,40.4778869
hosteleria,cafe,NA,-3.6307055,40.4360547
hosteleria,restaurant,Mawersa,-3.6276096,40.4371242
hosteleria,pub,Leyendas,-3.6278416,40.4374988
comercio,car_wash,Multi Auto,-3.627683,40.4367263
comercio,car_dealership,Bruselas Motor,-3.627292,40.4365598
hosteleria,restaurant,Marisquería AN,-3.3678011,40.4815721
hosteleria,biergarten,NA,-3.7594451,40.8106265
hosteleria,bar,Restaurante Bamboleo,-3.7834385,40.465908399999996
hosteleria,restaurant,Guito's,-3.7837696,40.4653043
hosteleria,restaurant,Embassy,-3.7837148,40.4654033
hosteleria,fast_food,Burger King,-3.7848343,40.4643288
hosteleria,pub,La Manyula II,-3.7074807,40.410254
hosteleria,restaurant,Restaurante Top One,-3.685354,40.4581707
comercio,optician,+Visión Pinto,-3.6990915,40.2425791
hosteleria,restaurant,El Rincón Asturiano,-3.6899814,40.4026819
hosteleria,restaurant,Brooklyn,-3.6916729,40.4030655
hosteleria,restaurant,La Batea,-3.6985365,40.4135994
comercio,clothes,Stradivarius Man,-3.3595911,40.4956617
comercio,convenience,NA,-3.3523754,40.4834066
hosteleria,bar,Bar Avenida,-3.352483,40.4828506
hosteleria,pub,Bar Madrid 2,-3.3503038,40.4864464
comercio,supermarket,Maxi Dia,-3.3497085,40.4860509
hosteleria,pub,Indalo Tapas,-3.3499319,40.4873041
hosteleria,restaurant,Kebab&Barbacoa,-3.3504822,40.4866481
hosteleria,restaurant,Kilómetros de Pizza,-3.6935065,40.4293327
hosteleria,restaurant,Al Sur,-3.6933023,40.4294928
hosteleria,bar,La Copita,-3.6948806,40.4281794
comercio,optician,Óptica Esteban,-3.6951507,40.4275844
hosteleria,bar,Juicy Avenue,-3.6951601,40.4275305
hosteleria,bar,El perro y la galleta,-3.6873462,40.4205057
comercio,clothes,NA,-3.6873223999999998,40.4206697
hosteleria,bar,Rachel's,-3.3467037,40.4846961
hosteleria,bar,Bar Tráfico,-3.3474071,40.4848382
hosteleria,pub,Bar Félix,-3.3443647,40.4840474
hosteleria,restaurant,Restaurante Chino Jardín de Fénix,-3.3489519,40.4848132
comercio,hairdresser,Peluquería María Lahoz,-3.3492906,40.4846296
comercio,beauty_shop,Xajmara,-3.3509244,40.4855961
comercio,hairdresser,Peluquería Feeling,-3.3508608,40.4858143
comercio,laundry,Press To,-3.3502675,40.4869481
comercio,greengrocer,Frutería Ghrif,-3.3512836,40.486353
hosteleria,bar,Bar Arribas,-3.3504502,40.4845729
comercio,stationery,Papelería El Henar,-3.3510751,40.4860395
comercio,hairdresser,Peluquería Al Atlas,-3.3514574,40.486152
comercio,convenience,Alimentación,-3.3508997,40.4856805
comercio,bakery,Panadería Nora,-3.3511457,40.4865229
comercio,greengrocer,NA,-3.3511966,40.4864639
comercio,hairdresser,Peluquería Capitia,-3.3510208,40.4866599
comercio,florist,Floristería El Jardín del Duende,-3.3511707,40.4864933
hosteleria,pub,Almería Marsa,-3.3507733,40.4870663
comercio,optician,+ Visión,-3.3472472,40.485591
comercio,convenience,El viejo Hortelano,-3.7055873,40.4051024
hosteleria,pub,Bar La Fragua,-3.3582314,40.4878387
hosteleria,pub,Bar Llamas,-3.3581725,40.4878627
comercio,beauty_shop,Centro de Bronceado De Sol a Sol,-3.358413,40.4878119
comercio,hairdresser,Marco Aldany,-3.3588224,40.4871687
hosteleria,fast_food,Papa John's,-3.8629816,40.3361696
hosteleria,restaurant,Layali,-3.8619771,40.3215976
comercio,sports_shop,Mountain Sport,-3.864177,40.322742
hosteleria,cafe,Caprichos,-4.0081961,40.6270157
comercio,jeweller,Onix,-4.008174,40.6271194
comercio,bakery,Panadería de Pablos,-4.0081058,40.6274156
comercio,convenience,Alimentación,-4.0081563,40.6271877
hosteleria,restaurant,Fiorucci,-4.0039828,40.6335684
comercio,jeweller,Compro Oro,-4.0044832,40.6333282
comercio,clothes,Almacenes Europa,-4.0043184,40.633322
hosteleria,bar,El Solar,-4.0044252,40.6334834
comercio,shoe_shop,Cortés Garza,-4.0043259,40.6334077
comercio,hairdresser,La Barbería,-4.0042054,40.6333428
hosteleria,restaurant,La Cocina D'Jaime,-4.004125,40.633539
comercio,furniture_shop,Muebles Aragua,-4.0052453,40.6330859
hosteleria,bar,Peke's,-4.0052427,40.6329398
comercio,convenience,Galería Villalba,-4.004905,40.6329948
comercio,department_store,Galería Villalba,-4.0047393,40.632935
comercio,clothes,Únikas,-4.0048881,40.6316007
comercio,convenience,Alimentación,-4.0049913,40.631509200000004
hosteleria,fast_food,Villalba Kebab,-4.0049237,40.6311935
hosteleria,cafe,Cafetería El Mirador,-4.0050638,40.6310827
comercio,clothes,Daphne,-4.0056709,40.6308589
hosteleria,pub,Romeo's,-4.0051015,40.6305906
comercio,clothes,Pilar Prieto,-4.0057937,40.6303961
comercio,bookshop,Folder,-4.0065317,40.6297562
comercio,vending_any,Pica & Pica 24 H,-4.0077392,40.6290755
comercio,jeweller,Compro Oro,-4.0078732,40.6289909
hosteleria,pub,American Tavern,-4.0045457,40.6333546
comercio,beauty_shop,Acosta Nails,-4.0044798,40.6334241
comercio,jeweller,Nacris Complementos,-4.0044275,40.6333886
hosteleria,bar,El Arriero,-4.0042295,40.6332946
comercio,hairdresser,Estética,-4.0043802,40.633538
comercio,hairdresser,Marianleys,-4.0042279,40.6335983
hosteleria,cafe,Heladería Pinkgui,-4.004246,40.6336893
comercio,bakery,Barquillo Melo,-4.0038008,40.6329776
hosteleria,pub,Cervecería San Francisco,-4.0041332,40.6318667
comercio,jeweller,Compro Oro,-4.0046356,40.6314508
comercio,shoe_shop,Sándalo,-4.005047,40.6314606
comercio,bookshop,La Rocha,-4.0048863,40.6312228
comercio,clothes,Matilde Collado,-4.0077832,40.6290197
comercio,hairdresser,Traditional Barber Shop,-4.0038825,40.6325909
comercio,mobile_phone_shop,La Casa del Móvil,-4.0056228,40.6305546
hosteleria,restaurant,Casa Domingo,-4.0086578,40.6273728
hosteleria,cafe,Café Barquín,-4.0085238,40.6273412
hosteleria,bar,Pica & Come,-4.0080663,40.6265973
hosteleria,cafe,Cafetería Sancho,-4.0079302,40.6281466
comercio,beauty_shop,Van Estética,-4.0043765,40.6333535
comercio,hairdresser,El Tigri,-4.0043774,40.6334476
comercio,beauty_shop,La Botica China,-4.0041584,40.633393
comercio,clothes,Gorditas Atractivas,-4.004228,40.6334212
comercio,jeweller,Compro Oro,-4.0052491,40.6306471
hosteleria,restaurant,El Abrazo de Vergara,-3.7110373,40.4175822
comercio,gift_shop,Handicraft,-3.7107628,40.4177425
comercio,gift_shop,Madrid Souvenirs,-3.7107021,40.4177777
comercio,hairdresser,Berzosa,-3.7109201,40.4176419
comercio,furniture_shop,Roca,-3.7108301,40.4177001
hosteleria,cafe,Garnier,-3.710269,40.4177755
hosteleria,pub,Bar Cervantes,-3.3546709,40.4881678
comercio,hairdresser,Andrade's 90 Peluqueros,-3.3543472,40.4877423
comercio,optician,NA,-3.7134887,40.4755956
comercio,supermarket,BonÀrea,-3.3540286,40.4873416
comercio,hairdresser,Peluquería Blanko,-3.3476361,40.4853533
comercio,stationery,Don Buscón,-3.3477585,40.4854861
comercio,clothes,Lencería Secretos,-3.3473191,40.4856616
hosteleria,restaurant,Tierra de Queiles,-3.6879919,40.4266023
hosteleria,restaurant,Kon-Tiki,-3.6927559,40.4409308
hosteleria,restaurant,Tome y lucas,-3.6950423,40.4238465
hosteleria,restaurant,Landania,-3.6745506,40.4082606
hosteleria,pub,London Café,-3.72855,40.3108224
hosteleria,bar,El Provenzal,-3.7278602,40.3122459
hosteleria,bar,Soportal,-3.7288163,40.313345
hosteleria,restaurant,Tokio Restaurante,-3.725235,40.3210001
hosteleria,fast_food,Teleburger Rock,-3.7308574,40.3128646
hosteleria,bar,El Azulón,-3.7157976,40.3238661
hosteleria,bar,Bar Libra,-3.71938,40.3153201
hosteleria,restaurant,Taberna Maceiras,-3.6959942,40.4130461
hosteleria,restaurant,Pad Thai,-3.6928735,40.4104513
hosteleria,restaurant,Taj,-3.6956993,40.4172562
hosteleria,fast_food,Domino's,-3.675661,40.417071
hosteleria,restaurant,Il Piccolino della Farfalla,-3.7009649,40.4139905
hosteleria,restaurant,La Polonesa,-3.6796217,40.4041747
comercio,beauty_shop,Comercial López,-3.3533561,40.4862474
hosteleria,cafe,Bar La Esquina,-3.3538452,40.4866589
comercio,bakery,Panadería Alcamil,-3.353924,40.4866369
hosteleria,restaurant,Trattoria Malatesta,-3.707066,40.416551
hosteleria,restaurant,Grazie Mille,-3.710067,40.416509
hosteleria,restaurant,Leyenda Oriental,-3.709144,40.419284
hosteleria,pub,La Botellita,-3.3663671,40.4774725
hosteleria,restaurant,Prep' La Crêp,-3.6926728,40.4263183
hosteleria,restaurant,La Venganza de Malinche,-3.701353,40.419006
hosteleria,restaurant,B13 bar,-3.7035187,40.4219278
comercio,clothes,Confecciones Trébol,-3.6969032,40.4100054
hosteleria,restaurant,Kintaro,-3.6944126,40.4386931
hosteleria,restaurant,Qing Ping Guo,-3.6985404,40.4199305
hosteleria,restaurant,Pulpo,-3.6965793,40.4007255
comercio,mobile_phone_shop,Lebara,-3.356657,40.489828
hosteleria,pub,Bar Los Buenos,-3.3576398,40.4891289
comercio,doityourself,Ferretería Delgado,-3.3574519,40.4892538
comercio,furniture_shop,Muebles Ferreira,-3.3558539,40.4891259
comercio,convenience,Alimentación Frutos Secos,-3.3564702,40.4894148
comercio,furniture_shop,Muebles Ferreira,-3.3560904,40.4893161
comercio,convenience,Alimentación,-3.3575942,40.4894471
comercio,furniture_shop,Mubles y Decoración Acebo,-3.3513897,40.491258
comercio,bicycle_shop,Bas Alcalá,-3.3511677,40.4914
hosteleria,pub,Dream Time,-3.7768845,40.5193231
comercio,convenience,Alimentación & Bazar,-3.3497361,40.4899047
hosteleria,pub,Villa Pinchito,-3.3487018,40.4888063
comercio,convenience,Ultramarinos A. Cadenas,-3.3490883,40.4886962
comercio,car_wash,NA,-3.354577,40.4909216
turismo,hostel,NA,-3.6980797,40.4278859
comercio,car_wash,NA,-4.0058218,40.6379983
comercio,greengrocer,Frutas y Verduras Mari Mar,-3.3535016,40.4840474
hosteleria,bar,Bar La Tertulia,-3.353449,40.4845158
comercio,optician,Visión Camarillo,-3.3516523,40.4859809
hosteleria,cafe,Cafetería El Maragato,-3.3507099,40.4863721
comercio,computer_shop,Beep,-3.3507591,40.4862905
hosteleria,restaurant,Narciso,-3.6924422,40.4304375
hosteleria,pub,Perfil,-3.6922783,40.4304571
hosteleria,restaurant,Vips,-3.6914883,40.4356383
hosteleria,bar,Bacanal,-3.6914708,40.435761
hosteleria,bar,D'Pipo,-3.6910317,40.4362635
comercio,hairdresser,Sangenjo,-3.701242,40.4849218
hosteleria,pub,Porto,-3.7105358,40.4646405
hosteleria,fast_food,Asador de Pollos,-3.7101584,40.4643624
hosteleria,cafe,Cafetería Los Sueños,-3.3424093,40.4874181
comercio,bicycle_rental,NA,-3.6945162,40.423816
hosteleria,restaurant,Monteagudo,-3.6769862,40.4298235
comercio,bicycle_rental,NA,-3.7017169,40.41957
turismo,guesthouse,Hostal La Plata,-3.700225,40.4196589
comercio,convenience,Frutos Secos Alimentación,-3.3422381,40.4874398
hosteleria,pub,Casa García,-3.3421699,40.4874836
comercio,hairdresser,Peluquería Virgim,-3.3469145,40.489033
hosteleria,restaurant,Restaurante Chino Palacio de Oriente,-3.3474888,40.488806
comercio,greengrocer,Frutería Su Fruta,-3.3470598,40.4894322
comercio,car_rental,Auto Escuela Euros,-3.3464677,40.487392
comercio,beauty_shop,Eva Oliva Estilistas,-3.3475605,40.4885838
hosteleria,cafe,Café Figueroa 22,-3.3472266,40.4889155
hosteleria,restaurant,Pizzería A La Rayuela,-3.346607,40.4888631
hosteleria,fast_food,Asador de Pollos El Sabroso,-3.3472492,40.489648
hosteleria,fast_food,Oskar Burger,-3.7303873,40.3069165
comercio,bicycle_rental,BiciMAD Cibeles,-3.69262,40.4186125
turismo,shelter,NA,-3.9505021,40.828441
comercio,convenience,Autoservicio Arantxa 2,-3.3444956,40.4840182
hosteleria,biergarten,NA,-3.3439607,40.4835685
hosteleria,restaurant,La Ñora,-3.3434847,40.4843051
comercio,florist,Verdecora,-3.6737885,40.4254751
hosteleria,bar,La Traicionera,-3.8394541,40.3309686
hosteleria,restaurant,Sushi Bar,-3.7085987,40.4162532
hosteleria,fast_food,Papizza,-3.7013817,40.4201763
hosteleria,restaurant,El Rincón de Pangpang,-3.6988622,40.4151754
hosteleria,restaurant,La Cazuelita,-3.6967132,40.411405
hosteleria,restaurant,Hamburguesería Don Oso,-3.7026001,40.4150133
hosteleria,restaurant,Cruz Blanca,-3.6650069,40.3877193
comercio,supermarket,Mercadona Cines París,-3.6646475,40.3875762
comercio,greengrocer,Frutería Din Anaya,-3.3560508,40.4861413
comercio,supermarket,Ahorramás,-3.3546627,40.4864296
hosteleria,pub,Bar Austria,-3.3561333,40.4860712
comercio,supermarket,Primaprix,-3.3541266,40.4865587
comercio,beauty_shop,Peluquería Kentia,-3.3573484,40.4852458
hosteleria,bar,Bar Marisquería Casa Pepe,-3.35401,40.4844196
comercio,bakery,Panadería Rustic Pan,-3.3574094,40.485317
hosteleria,cafe,Café Martínez 13,-3.3571198,40.4848878
comercio,furniture_shop,Personas Morcillo,-3.3568574,40.4848231
comercio,hairdresser,Peluquería Ana,-3.3543267,40.485531
comercio,supermarket,Ahorramás,-3.3571975,40.4860167
comercio,furniture_shop,Muebles Los Pacos,-3.3551028,40.4857262
comercio,clothes,Lourdes Rodríguez,-3.3573241,40.4851894
hosteleria,pub,Bodega-Bar La Peña,-3.6896186,40.3679458
comercio,optician,Roma,-3.679776,40.4218882
comercio,bicycle_rental,NA,-3.6796039,40.4211753
hosteleria,restaurant,Yoshi,-3.6796539,40.4214134
hosteleria,restaurant,La Tagliatella,-3.6783162,40.4215016
comercio,bicycle_shop,Retiro Segway,-3.679633,40.4213294
hosteleria,restaurant,O'Donell,-3.6795057,40.4218719
comercio,bakery,Pancomido,-3.6790218,40.4218328
hosteleria,restaurant,Ginos,-3.6784724,40.4218423
hosteleria,restaurant,La Cochera,-3.6786869,40.421847
comercio,supermarket,Bio C' Bon,-3.6786722,40.4215154
comercio,clothes,Tul Vintage,-3.6790405,40.4220825
comercio,convenience,Comercial Salamanca,-3.6803746,40.4220899
comercio,bicycle_rental,NA,-3.6800922,40.4222519
comercio,convenience,Chino,-3.6799903,40.4230831
hosteleria,cafe,Alboraya,-3.6798593,40.4231386
comercio,greengrocer,Frutas Monsi,-3.7094582,40.4522194
comercio,optician,Gali,-3.7089372,40.4526444
comercio,hairdresser,María Troya,-3.6788233,40.4215134
comercio,bicycle_rental,NA,-3.679806,40.420828
hosteleria,fast_food,Subway,-3.680095,40.4230446
comercio,jeweller,Oro Madrid,-3.6799089,40.4231108
comercio,mobile_phone_shop,ViaMóvil,-3.6798059,40.4231627
comercio,hairdresser,Sonia Martín,-3.6803401,40.4219769
hosteleria,cafe,El Rinconcito,-3.7889383,40.4412238
comercio,clothes,Filtiré,-3.7888867,40.4405012
comercio,travel_agent,Halcón Viajes,-3.7890176,40.4404543
comercio,hairdresser,Ynnova,-3.7891832,40.4403941
hosteleria,restaurant,Cosmos,-4.2019771,40.324878
comercio,beauty_shop,Ana Bauzán,-3.7901814,40.4399311
comercio,beauty_shop,NA,-3.6884692,40.3673348
comercio,hairdresser,NA,-3.68838,40.3673593
hosteleria,pub,Sancar Bar Cafetería,-3.6882667,40.3673854
hosteleria,restaurant,Taberna del Chato,-3.7026848,40.4148093
hosteleria,restaurant,Goiko Grill,-3.6984798,40.4149977
hosteleria,restaurant,La Finca de Susana,-3.7004379,40.4160416
hosteleria,restaurant,Goiko Grill,-3.6828447,40.422998
hosteleria,restaurant,Restaurante Buen Gusto,-3.6987517,40.4017986
hosteleria,fast_food,Don Nacho,-3.7003141,40.4160344
hosteleria,fast_food,Eat is wok,-3.7002388,40.415441
hosteleria,fast_food,Yunie Kebab,-3.7163298,40.4331929
hosteleria,bar,Babel,-3.7021017,40.4834518
hosteleria,pub,El Apóstol,-3.7026163,40.483264
hosteleria,fast_food,PinsaPizza,-3.7023325,40.4833676
comercio,hairdresser,Magna,-3.7028727,40.4831776
comercio,travel_agent,NA,-3.6712582,40.4070292
hosteleria,cafe,Las Doñas,-3.6759212,40.4062428
comercio,clothes,Fanes,-3.6756874,40.4065291
hosteleria,pub,Inos,-3.6804319,40.191097
comercio,convenience,Autoservicio Cerceda,-3.9330366,40.6980016
hosteleria,restaurant,La Txitxarrería,-3.80582,40.4330135
comercio,hairdresser,La Txitxarrería,-3.80582,40.4330135
comercio,clothes,Cannes & Chic,-3.8111691,40.434372
comercio,convenience,Chino,-3.8112192,40.4344796
comercio,clothes,Likes,-3.8112506,40.4345544
comercio,furniture_shop,Saneamientos Pozuelo SL,-3.8110293,40.4347207
comercio,laundry,Lava - Sec,-3.8114081,40.4353921
comercio,clothes,El Uniformal,-3.8112566,40.4353098
hosteleria,restaurant,La Tagliatella,-3.8735917,40.4549039
hosteleria,cafe,Starbucks,-3.8734125,40.4549772
comercio,florist,Arco Flor,-3.813451,40.4339232
comercio,supermarket,Mercadona,-3.8445748,40.4417797
hosteleria,restaurant,Pizzería Carlo's,-3.8572379,40.4516678
hosteleria,restaurant,Trattoria Pulcinella,-3.6965193,40.4246294
hosteleria,restaurant,Gracias Padre,-3.6972722,40.4222185
hosteleria,restaurant,La Perdizione,-3.69391,40.390715899999996
hosteleria,bar,La Rosa,-3.6986849,40.4062676
hosteleria,restaurant,Tapas y Arepas,-3.7011778,40.3986501
hosteleria,restaurant,Restaurante Sur,-3.6813069,40.3962464
comercio,hairdresser,Marco Aldani,-3.8771608,40.4573802
comercio,supermarket,Labrandero,-3.870799,40.4537169
comercio,beauty_shop,Only Nail,-3.8090872,40.4326684
hosteleria,bar,El Laurel,-3.8131128,40.4341649
comercio,laundry,Tintorería Japonesa,-3.8085174999999998,40.4327324
comercio,beauty_shop,Indiba,-3.8082069,40.4326273
comercio,greengrocer,Pablos,-3.8089262,40.4327653
comercio,beauty_shop,Bienestetic,-3.8079552,40.4323927
comercio,furniture_shop,La Maison Bleu,-3.807452,40.4322697
comercio,hairdresser,El y Ella,-3.8076306,40.4323085
comercio,beauty_shop,Global Fit & Beauty,-3.8073525,40.4321613
comercio,beauty_shop,Bel Melit,-3.8064081,40.4325162
