Hospital,Especialidad,total_pacientes,media_tiempo_dias,ano,semana
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,14,10,2022,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,12,10,2022,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,13,11.08,2022,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,14,13.33,2022,17
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,15,9.79,2022,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,15,8.43,2022,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,13,5.09,2022,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,9,2022,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,9.25,2022,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,11.56,2022,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,14.5,2022,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,11.89,2022,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,8.78,2022,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,9.22,2022,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,7.89,2022,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,13,6.42,2022,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,5.43,2022,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,8.6,2022,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,12,5.22,2022,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,10.5,2021,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,6.2,2021,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,13.5,2021,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,22.71,2021,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,18,15.6,2021,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,20,10.42,2021,46
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,22,9.18,2021,45
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,15,4.85,2021,44
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,10,7.83,2021,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,12.22,2021,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,14,8.31,2021,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,4.86,2021,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,12,8.22,2021,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,15,6,2021,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,8.71,2021,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,9,2021,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,3.75,2021,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,10,2021,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,11,6.38,2021,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,7.86,2021,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,7.71,2021,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,3.5,2021,29
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,3.86,2021,28
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,2.5,2021,27
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,2.33,2021,26
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,14,2021,25
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,4.13,2021,24
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,3.88,2021,23
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,3.33,2021,22
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,1.17,2021,21
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,6.4,2021,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,4,2021,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,3.5,2021,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,3.33,2021,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,6.13,2021,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,4.14,2021,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,3.86,2021,13
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,0.4,2021,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,10.67,2021,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,7,2021,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,10,2021,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,4.75,2021,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,4,2021,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,5.5,2021,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,8,2.57,2021,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,1,2021,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,4.75,2021,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,7,2021,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,7,2021,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,3,2020,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,6.17,2020,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,1,23,2020,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,1,2020,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,3.67,2020,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,4.8,2020,46
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,7,2020,45
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,1,2020,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,1,2020,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,1,2020,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,1,2020,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,4,2020,39
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,3.33,2020,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,4.6,2020,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,4.67,2020,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,4.33,2020,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,5,2020,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,7.8,2020,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,9,4.11,2020,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,8.5,2020,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,3,3.67,2020,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,5,4.4,2020,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,6,4.83,2020,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,4.4,2020,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,7,6.6,2020,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,4,1.33,2020,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,1,2020,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,1,2020,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Cirugía Torácica,2,4,2020,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,107,13.73,2022,44
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,105,11.22,2022,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,88,10.76,2022,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,78,10.54,2022,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,64,9.44,2022,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,NA,NA,2022,39
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,51,13.18,2022,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,44,18.43,2022,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,56,14.85,2022,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,56.9,2022,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,55.02,2022,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,48.02,2022,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,41.02,2022,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,34.49,2022,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,28.64,2022,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,53,21.72,2022,29
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,67,17.51,2022,28
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,67,16.89,2022,27
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,79,17.37,2022,25
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,81,18.97,2022,24
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,89,22.76,2022,23
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,89,22.56,2022,22
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,93,23.06,2022,21
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,86,23.28,2022,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,83,20.94,2022,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,76,22.7,2022,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,68,13.44,2022,17
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,67,26.03,2022,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,65,22.74,2022,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,70,20.72,2022,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,70,15.72,2022,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,69,15.34,2022,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,72,14.5,2022,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,64,14.25,2022,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,56,16.72,2022,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,60,16.88,2022,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,57,19.07,2022,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,62,18.25,2022,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,67,19.11,2022,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,63,19.88,2022,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,66,22.24,2022,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,64,22.11,2022,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,67,9.87,2021,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,69,11.38,2021,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,71,20.11,2021,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,64,16.17,2021,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,65,14.73,2021,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,57,14.91,2021,46
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,53,17.2,2021,45
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,58,14.32,2021,44
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,52,8.02,2021,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,42,12.08,2021,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,45,10.74,2021,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,46,8.03,2021,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,35,10.56,2021,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,35,7.44,2021,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,38,9.13,2021,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,30,9.44,2021,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,28,16.79,2021,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,27,17,2021,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,34,8.93,2021,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,29,8.06,2021,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,28,5.44,2021,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,21,5.81,2021,29
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,19,3.46,2021,28
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,15,9.5,2021,27
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,23,7.75,2021,26
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,31,8.68,2021,25
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,35,13.14,2021,24
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,41,9.69,2021,23
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,43,9.49,2021,22
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,43,11,2021,21
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,45,9.56,2021,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,45,8.83,2021,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,41,9.57,2021,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,35,7.19,2021,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,33,5.31,2021,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,29,10.08,2021,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,28,11.5,2021,13
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,41,11.82,2021,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,11.06,2021,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,40,9.24,2021,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,41,6.97,2021,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,11.45,2021,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,39,12.47,2021,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,42,12.85,2021,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,41,11.58,2021,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,40,9.9,2021,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,46,19.71,2021,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,43,23.74,2021,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,34,9.37,2021,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,44,12.93,2020,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,43,11.66,2020,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,42,7.73,2020,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,9.15,2020,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,11.06,2020,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,11.97,2020,46
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,34,9.37,2020,45
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,30,7.56,2020,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,32,11.08,2020,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,26,13.43,2020,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,27,10.38,2020,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,31,11.56,2020,39
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,32,11.33,2020,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,37,10.12,2020,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,34,15.39,2020,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,35,18.38,2020,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,38,17.32,2020,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,46,13.85,2020,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,46,10.59,2020,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,46,9,2020,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,36,9.54,2020,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,91,19.4,2020,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,90,16.37,2020,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,85,18.46,2020,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,78,22.85,2020,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,73,13.93,2020,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,70,23.51,2020,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,70,23.51,2020,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Dermatología,76,21.09,2020,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,44
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,NA,NA,2022,39
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,29
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,28
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,27
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,25
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,24
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,23
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,22
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,21
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,17
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2022,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,46
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,45
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,44
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,43
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,42
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,41
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,40
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,38
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,37
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,36
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,35
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,34
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,33
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,32
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,31
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,30
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,29
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,28
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,27
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,26
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,25
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,24
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,23
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,22
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,21
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,20
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,19
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,18
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,16
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,15
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,14
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,13
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,12
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,11
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,10
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,9
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,8
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,7
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,6
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,5
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,4
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,3
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,2
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2021,1
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,51
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,50
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,49
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,48
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,47
HOSPITAL FUNDACION JIMENEZ DIAZ,Odontoestomatología,0,0,2020,46
