"CCN","CODCNH","Nombre Centro","Dirección","Teléfono","Cód. Municipio","Municipio","Cód. Provincia","Provincia","Cód. CCAA","CCAA","Código Postal","CAMAS","Cód. Clase de Centro","Clase de Centro","Cód. Dep. Funcional","Dependencia Funcional","Forma parte Complejo","CODIDCOM","Nombre del Complejo","ALTA","Email","OBJECTID","NOMBRE","DIRECCION","TELEFONO","TELEFONO2","TELEFAX","CODMU","MUNICIPIOS","CODPROV","PROVINCIAS","CODAUTO","COMUNIDADES","CODPOSTAL","CODFI","FINALIDAD_ASISITENCIAL","CODPAT","DEPENDENCIA_PATRIMONIAL","CODFU","DEPENDENCIA_FUNCIONAL","ACREDOCENT","ESCOMPLE","FORCOMPLE","CERRADO","CAPITAL","CIERREFECH","CONCIERTO","EMAIL","TAC","RM","GAM","HEM","ASD","LIT","BCO","ALI","SPECT","PET","MAMOS","DO","DIAL","X","Y","CalidadGeocodificacion","id_area","nombre_area"
"1328000078","281225","HOSPITAL UNIVERSITARIO HM SANCHINARRO","CALLE DE OÑA 10","000000000","280796","Madrid","28","MADRID","13","MADRID","28050",198,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,544,"HOSPITAL UNIVERSITARIO MADRID SANCHINARRO","OÑA, 10",917567800,NA,917500133,"280796","Madrid","28","MADRID","13","MADRID","28050",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","S",NA,"S","mpelaez@hmhospitales.com",3,4,1,1,1,0,0,3,1,1,1,1,1,-3.66623351499993,40.4892300490001,"PointAddress","04","Noreste"
"1328000064","281049","HOSPITAL HLA UNIVERSITARIO MONCLOA","AVENIDA DE VALLADOLID 83","915954500","280796","Madrid","28","MADRID","13","MADRID","28008",235,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,531,"HOSPITAL UNIVERSITARIO MONCLOA","AV. VALLADOLID, 83",915957392,915957291,915957077,"280796","Madrid","28","MADRID","13","MADRID","28008",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","direccion.moncloa@grupohla.com",1,2,0,1,1,0,0,0,0,0,1,0,1,-3.73362436599996,40.4332431450001,"PointAddress","06","Oeste"
"1328000059","280382","HOSPITAL SAN FRANCISCO DE ASIS","CALLE DE JOAQUIN COSTA 28","915630360","280796","Madrid","28","MADRID","13","MADRID","28002",168,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,495,"HOSPITAL SAN FRANCISCO DE ASIS","JOAQUÍN COSTA, 28",915617100,NA,915643971,"280796","Madrid","28","MADRID","13","MADRID","28002",1,"GENERAL",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"S","jmanuel.lopez@ssfda.com",1,2,0,1,0,0,0,1,0,0,1,1,12,-3.68288271699993,40.442606068,"PointAddress","02","Centro-Norte"
"1328000015","280376","HOSPITAL VIAMED SANTA ELENA, S.L","CALLE DE LA GRANJA 8","914539400","280796","Madrid","28","MADRID","13","MADRID","28003",82,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,494,"CLINICA SANTA ELENA","LA GRANJA, 8",914539400,914539407,914539401,"280796","Madrid","28","MADRID","13","MADRID","28003",1,"GENERAL",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"S","informacion@clinica-santa-elena.org",1,1,0,0,0,1,0,0,0,0,1,0,21,-3.71713894999994,40.4456960740001,"PointAddress","06","Oeste"
"1328000009","280421","HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ","AVENIDA DE LOS REYES CATOLICOS 2","915504800","280796","Madrid","28","MADRID","13","MADRID","28040",651,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N","RVELEZ@FJD.ES",499,"HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ","AV. DE LOS REYES CATÓLICOS, 2",915504800,NA,915443625,"280796","Madrid","28","MADRID","13","MADRID","28040",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","S",NA,"S","fjd@fjd.es",4,4,2,1,2,1,0,2,0,0,3,2,25,-3.71890924599995,40.4385046030001,"PointAddress","07","Centro-Oeste"
"1328000074","281179","HOSPITAL UNIVERSITARIO LA MORALEJA","AVENIDA DE FRANCISCO PI Y MARGALL 81","913244805","280796","Madrid","28","MADRID","13","MADRID","28050",123,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,540,"HOSPITAL LA MORALEJA","AV. FRANCISCO PI Y MARGALL, 81",917679100,NA,917679344,"280796","Madrid","28","MADRID","13","MADRID","28050",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","S",NA,"N","bruiz@sanitas.es",1,2,0,1,1,1,0,0,2,1,1,1,0,-3.66233561299993,40.492374193,"PointAddress","04","Noreste"
"1328000030","280565","HOSPITAL RUBER INTERNACIONAL","CALLE DE LA MASO 38","913875000","280796","Madrid","28","MADRID","13","MADRID","28034",143,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,508,"HOSPITAL RUBER INTERNACIONAL","LA MASÓ, 38",913875000,913875270,913875259,"280796","Madrid","28","MADRID","13","MADRID","28034",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","ruber.rbi@ruberinternacional.es",3,3,1,1,1,0,0,3,1,1,2,1,1,-3.71408684099993,40.4888935270001,"StreetAddressExt","05","Norte"
"1328000053","280587","HOSPITAL LA MILAGROSA S.A.","CALLE DE MODESTO LAFUENTE 14","914472100","280796","Madrid","28","MADRID","13","MADRID","28010",142,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,509,"CLINICA LA MILAGROSA","MODESTO LAFUENTE, 14",914472100,NA,914473449,"280796","Madrid","28","MADRID","13","MADRID","28010",2,"QUIRÚRGICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","lamilagrosa@lamilagrosa.com",1,3,2,1,1,1,0,1,0,1,1,1,0,-3.69635706999998,40.4370245690001,"PointAddress","07","Centro-Oeste"
"1328000018","280360","HOSPITAL BEATA MARIA ANA","CALLE DEL DOCTOR ESQUERDO 83","914097423","280796","Madrid","28","MADRID","13","MADRID","28007",163,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,493,"HOSPITAL BEATA MARIA ANA. HH. HOSPITALARIAS SGDO. C. DE JESUS","DR ESQUERDO, 83",914097423,NA,915732026,"280796","Madrid","28","MADRID","13","MADRID","28007",12,"MÉDICO-QUIRÚRGICO",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"S","acapilla.hbma@hospitalarias.es",1,2,0,0,0,0,0,1,0,0,1,1,0,-3.66911805199993,40.418052485,"PointAddress","01","Sur-Este"
"1328000079","281214","HOSPITAL CENTRO DE CUIDADOS LAGUNA","CALLE DEL CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 128","000000000","280796","Madrid","28","MADRID","13","MADRID","28047",47,"C13","Hospitales de media y larga estancia","20","PRIVADOS","N",NA,NA,"N",NA,543,"HOSPITAL CENTRO DE CUIDADOS LAGUNA","CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN, 128",915099137,NA,914013649,"280796","Madrid","28","MADRID","13","MADRID","28047",14,"OTROS MONOGRÁFICOS",13,"OTRO PRIVADO BENÉFICO",22,"OTRO PRIVADO-BENÉFICO","N","N","N","N","S",NA,"S","direccion@lagunacuida.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74698762299994,40.400373373,"PointAddress","07","Centro-Oeste"
"1328000065","281087","CLINICA CEMTRO","AVENIDA DEL VENTISQUERO DE LA CONDESA 42","917355757","280796","Madrid","28","MADRID","13","MADRID","28035",94,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,533,"CLINICA CEMTRO","AV. VENTISQUERO DE LA CONDESA, 42",917355757,NA,917355758,"280796","Madrid","28","MADRID","13","MADRID","28035",12,"MÉDICO-QUIRÚRGICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"N","administracion@clinicacemtro.com",1,4,0,0,0,0,0,0,0,0,0,0,0,-3.71697684599997,40.4935140900001,"PointAddress","05","Norte"
"1328000052","280679","SANATORIO ESQUERDO, S.A.","AVENIDA DE LOS POBLADOS 70","917061100","280796","Madrid","28","MADRID","13","MADRID","28044",120,"C14","Hospitales de salud mental y tratamiento de toxicomanías","20","PRIVADOS","N",NA,NA,"N",NA,514,"SANATORIO ESQUERDO, S.A.","AV. DE LOS POBLADOS, 70",917061100,NA,917063521,"280796","Madrid","28","MADRID","13","MADRID","28044",6,"PSIQUIÁTRICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"N","info@sanatorioesquerdo.com",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75775973599997,40.381934857,"PointAddress","11","Sur Ii"
"1328000046","280650","CLINICA LOPEZ IBOR","CALLE DEL DOCTOR JUAN JOSE LOPEZ IBOR 2","913162740","280796","Madrid","28","MADRID","13","MADRID","28035",67,"C14","Hospitales de salud mental y tratamiento de toxicomanías","20","PRIVADOS","N",NA,NA,"N",NA,513,"INSTITUTO DE INVESTIGACIONES NEUROPSIQUIATRICAS DR. LOPEZ IBOR","DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",913162740,913162744,913162844,"280796","Madrid","28","MADRID","13","MADRID","28035",6,"PSIQUIÁTRICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"N","info@lopezibor.com",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72445158699998,40.4679078440001,"PointAddress","06","Oeste"
"1328000054","280647","CLINICA DR. LEON","PLAZA DE MARIANO DE CAVIA 3","914332948","280796","Madrid","28","MADRID","13","MADRID","28007",96,"C14","Hospitales de salud mental y tratamiento de toxicomanías","20","PRIVADOS","N",NA,NA,"N",NA,512,"SANATORIO NEUROPSIQUIATRICO DOCTOR LEON","PZA MARIANO DE CAVIA, 3",914332948,NA,914334938,"280796","Madrid","28","MADRID","13","MADRID","28007",6,"PSIQUIÁTRICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"N","sanatoriodrleon@telefonica.net , loclileon@hotmail.com",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67827789899997,40.4076626090001,"PointAddress","01","Sur-Este"
"1328000011","280626","HOSPITAL HM NUEVO BELEN","CALLE DE JOSE SILVA 7","917444100","280796","Madrid","28","MADRID","13","MADRID","28043",60,"C12","Hospitales especializados","20","PRIVADOS","N",NA,NA,"N",NA,511,"HOSPITAL UNIVERSITARIO HM NUEVO BELEN","JOSÉ SILVA, 7",917444100,917441600,914153305,"280796","Madrid","28","MADRID","13","MADRID","28043",3,"MATERNAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","S",NA,"N","pmonteliu@hmhospitales.com",0,0,0,0,0,0,0,0,0,0,1,1,0,-3.65770117499994,40.455157129,"PointAddress","04","Noreste"
"1328000013","280552","HOSPITAL RUBER JUAN BRAVO","CALLE DE JUAN BRAVO 49","914026100","280796","Madrid","28","MADRID","13","MADRID","28006",173,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,507,"HOSPITAL RUBER JUAN BRAVO 49","JUAN BRAVO, 49",910687999,NA,914024617,"280796","Madrid","28","MADRID","13","MADRID","28006",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","secretariadireccion.rjb@quironsalud.es",1,2,0,1,1,0,0,0,0,0,1,1,0,-3.67630957499995,40.432576453,"PointAddress","02","Centro-Norte"
"1328000010","280474","HOSPITAL NUESTRA SEÑORA DE AMERICA","CALLE DE ARTURO SORIA 103-105-107","914130061","280796","Madrid","28","MADRID","13","MADRID","28043",100,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,503,"HOSPITAL VITHAS NUESTRA SEÑORA DE AMERICA","ARTURO SORIA, 103",902500112,NA,914130974,"280796","Madrid","28","MADRID","13","MADRID","28043",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","infomadrid@vithas.es",1,3,1,1,1,0,0,0,0,0,1,1,0,-3.65163876199995,40.4498106780001,"PointAddress","04","Noreste"
"1328000061","280455","CLINICA SEAR","CARRETERA DE COLMENAR VIEJO KM.16","917340500","280796","Madrid","28","MADRID","13","MADRID","28049",297,"C13","Hospitales de media y larga estancia","20","PRIVADOS","N",NA,NA,"N",NA,501,"HESTIA MADRID (CLINICA SEAR, S.A.)","CTRA. DE COLMENAR VIEJO, KM. 16",917340500,NA,917348734,"280796","Madrid","28","MADRID","13","MADRID","28049",13,"GERIATRÍA Y/O LARGA ESTANCIA",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","sear@clinicasear.com",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78227558599997,40.5327457610001,"PointAddress","05","Norte"
"1328000058","280442","HOSPITAL VIRGEN DEL MAR","CALLE DE HONDURAS 14","913539500","280796","Madrid","28","MADRID","13","MADRID","28016",76,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,500,"HOSPITAL VIRGEN DEL MAR","CALLE HONDURAS, Nº 14",913539500,913539501,913451013,"280796","Madrid","28","MADRID","13","MADRID","28016",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"N","cibanezr@sanitas.es",1,1,0,0,0,0,0,0,0,0,1,0,0,-3.67854199399994,40.459589529,"PointAddress","02","Centro-Norte"
"1328000050","280409","CLINICA NUESTRA SEÑORA DE LA PAZ","CALLE DE LOPEZ DE HOYOS 259","914156000","280796","Madrid","28","MADRID","13","MADRID","28043",99,"C14","Hospitales de salud mental y tratamiento de toxicomanías","20","PRIVADOS","N",NA,NA,"N",NA,497,"CLINICA NUESTRA SRA. DE LA PAZ","LÓPEZ DE HOYOS, 259",914156000,646599099,915191509,"280796","Madrid","28","MADRID","13","MADRID","28043",6,"PSIQUIÁTRICO",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","S","N","N","N","S",NA,"S","elvira.conde@sjd.es",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66095257799998,40.4567928020001,"PointAddress","04","Noreste"
"1328000060","280357","HOSPITAL QUIRONSALUD SAN JOSE","CALLE DE CARTAGENA 111","914153100","280796","Madrid","28","MADRID","13","MADRID","28002",84,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,492,"HOSPITAL QUIRONSALUD SAN JOSE","CARTAGENA, 111",910687000,NA,915103833,"280796","Madrid","28","MADRID","13","MADRID","28002",2,"QUIRÚRGICO",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","N","N","N","N","S",NA,"S","info.sanjose@quironsalud.es",1,1,0,0,0,0,0,0,0,0,1,1,0,-3.67439087699995,40.4405496250001,"PointAddress","02","Centro-Norte"
"1328000024","280344","HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS","CALLE DE SAN BERNABE 13","913657600","280796","Madrid","28","MADRID","13","MADRID","28005",74,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,491,"HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS","SAN BERNABÉ, 13",913657600,NA,913650860,"280796","Madrid","28","MADRID","13","MADRID","28005",1,"GENERAL",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"S","administrador@hospitalvot.es",1,1,0,0,0,0,0,0,0,0,1,0,0,-3.71396072399995,40.4090898370001,"PointAddress","07","Centro-Oeste"
"1328000029","280416","FUNDACION INSTITUTO SAN JOSE","CALLE DEL PINAR DE SAN JOSE 98","915080140","280796","Madrid","28","MADRID","13","MADRID","28054",285,"C13","Hospitales de media y larga estancia","20","PRIVADOS","N",NA,NA,"N","PALOMA@OHSJD.ES",498,"FUNDACION INSTITUTO SAN JOSE","C\ PINAR DE SAN JOSÉ, 98",915080140,NA,915083760,"280796","Madrid","28","MADRID","13","MADRID","28054",13,"GERIATRÍA Y/O LARGA ESTANCIA",13,"OTRO PRIVADO BENÉFICO",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"S","fisj@ohsjd.es",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77517007699993,40.361935944,"PointAddress","07","Centro-Oeste"
"1328000057","280323","SANATORIO NUESTRA SEÑORA DEL ROSARIO","CALLE DEL PRINCIPE DE VERGARA 53","914359100","280796","Madrid","28","MADRID","13","MADRID","28006",165,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N","S.ROSARIO@FUTURMET.ES",489,"SANATORIO NUESTRA SEÑORA DEL ROSARIO","PRÍNCIPE DE VERGARA, 53",914359100,NA,915761800,"280796","Madrid","28","MADRID","13","MADRID","28006",1,"GENERAL",12,"PRIVADO-BENÉFICO (IGLESIA)",21,"PRIVADO-BENÉFICO (IGLESIA)","N","N","N","N","S",NA,"N","secretaria@hospitalrosario.com",1,3,0,1,0,0,0,0,0,0,2,1,0,-3.67959715599994,40.4319981580001,"PointAddress","02","Centro-Norte"
"1328019438","280724","HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA","GLORIETA DEL EJERCITO S/N","914222000","280796","Madrid","28","MADRID","13","MADRID","28047",475,"C11","Hospitales Generales","7","MINISTERIO DE DEFENSA","N",NA,NA,"N",NA,515,"HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA","GLORIETA DEL EJÉRCITO, Nº 1",914222000,NA,914228201,"280796","Madrid","28","MADRID","13","MADRID","28047",1,"GENERAL",5,"MINISTERIO DE DEFENSA",25,"MINISTERIO DE DEFENSA","S","N","N","N","S",NA,"S","hcdgomezulla@oc.mde.es",2,2,0,2,1,1,0,2,1,0,1,1,24,-3.74552932899996,40.3879055130001,"PointAddress","07","Centro-Oeste"
"1328000023","280127","HOSPITAL UNIVERSITARIO DE LA PRINCESA","CALLE DE DIEGO DE LEON 62","915202200","280796","Madrid","28","MADRID","13","MADRID","28006",524,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,480,"HOSPITAL UNIVERSITARIO DE LA PRINCESA","DIEGO DE LEÓN, 62",915202200,915202501,914021169,"280796","Madrid","28","MADRID","13","MADRID","28006",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gencia.hlpr@salud.madrid.org",3,2,0,2,2,0,0,2,1,0,1,1,24,-3.67574555799996,40.434030944,"Manual","02","Centro-Norte"
"1328000017","280035","HOSPITAL UNIVERSITARIO 12 DE OCTUBRE","AVENIDA DE CORDOBA S/N","913908000","280796","Madrid","28","MADRID","13","MADRID","28041",1196,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,476,"HOSPITAL UNIVERSITARIO 12 DE OCTUBRE","AV. DE CÓRDOBA, S/N",913908373,NA,913908582,"280796","Madrid","28","MADRID","13","MADRID","28041",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gerent.hdoc@salud.madrid.org",6,5,2,3,2,1,0,3,3,1,3,2,43,-3.69897211499995,40.3760856100001,"Manual","11","Sur Ii"
"1328000039","280029","HOSPITAL UNIVERSITARIO RAMON Y CAJAL","CARRETERA DE COLMENAR VIEJO KM.9,1","913368000","280796","Madrid","28","MADRID","13","MADRID","28034",857,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,475,"HOSPITAL RAMON Y CAJAL","CTRA. DE COLMENAR VIEJO, KM. 9,1",913368000,NA,913580614,"280796","Madrid","28","MADRID","13","MADRID","28034",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gencia.hrc@salud.madrid.org",4,3,4,3,2,1,0,2,0,1,3,2,28,-3.69383854899996,40.487352537,"Manual","05","Norte"
"1328000083","281304","EMPRESA PUBLICA HOSPITAL DEL SUR HOSPITAL INFANTA CRISTINA","PASEO CASTELLANA 83","911913000","280796","Madrid","28","MADRID","13","MADRID","28046",188,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,552,"HOSPITAL UNIVERSITARIO INFANTA CRISTINA","AV. 9 DE JUNIO, 2",911913500,911913332,911913960,"281065","Parla","28","MADRID","13","MADRID","28981",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","gerencia.hsur@salud.madrid.org",1,1,0,0,0,0,0,0,0,0,1,0,16,-3.78302070099994,40.218255292,"Manual","10","Sur I"
"1328000036","280262","HOSPITAL PSIQUIATRICO DOCTOR RODRIGUEZ LAFORA","CARRETERA DE COLMENAR VIEJO K.13,8","915867500","280796","Madrid","28","MADRID","13","MADRID","28049",334,"C14","Hospitales de salud mental y tratamiento de toxicomanías","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,488,"HOSPITAL DR. R. LAFORA","CTRA. DE COLMENAR VIEJO, KM. 13,8",915867500,NA,915867391,"280796","Madrid","28","MADRID","13","MADRID","28049",6,"PSIQUIÁTRICO",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gerent.hlafora@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69124082199994,40.5319545460001,"Manual","05","Norte"
"1328000028","280133","HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS","AVENIDA DE MENENDEZ PELAYO 65","915035900","280796","Madrid","28","MADRID","13","MADRID","28009",170,"C12","Hospitales especializados","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,481,"HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS","AV. MENÉNDEZ PELAYO, 65",915035900,NA,915733546,"280796","Madrid","28","MADRID","13","MADRID","28009",4,"INFANTIL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gerent.hnjs@salud.madrid.org",1,1,0,0,0,0,0,0,0,0,0,0,0,-3.67608902999996,40.4143571160001,"Manual","01","Sur-Este"
"1328000041","280112","HOSPITAL UNIVERSITARIO SANTA CRISTINA","CALLE DE O'DONNELL 59","915574300","280796","Madrid","28","MADRID","13","MADRID","28009",156,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,479,"HOSPITAL UNIVERSITARIO SANTA CRISTINA","MAESTRO VIVES, 2",915574300,NA,915574400,"280796","Madrid","28","MADRID","13","MADRID","28009",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","N","N","N","N","S",NA,"N","gencia.hscr@salud.madrid.org",1,0,0,0,0,0,0,0,0,0,1,1,0,-3.67099294399998,40.4217986,"Manual","02","Centro-Norte"
"1328000043","280072","HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS","CALLE DEL PROFESOR MARTIN LAGOS S/N","913303000","280796","Madrid","28","MADRID","13","MADRID","28040",861,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N","MAHCSCGC@INSALUD.ES",477,"HOSPITAL CLINICO SAN CARLOS","PROF. MARTÍN LAGOS, S/N",913303000,NA,913303257,"280796","Madrid","28","MADRID","13","MADRID","28040",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gerent.hcsc@salud.madrid.org",3,3,3,3,3,0,0,2,2,1,4,2,15,-3.71993244699996,40.4406569450001,"Manual","07","Centro-Oeste"
"1328000031","280014","HOSPITAL UNIVERSITARIO LA PAZ","PASEO DE LA CASTELLANA 261","917277000","280796","Madrid","28","MADRID","13","MADRID","28046",1044,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","281168","Complejo Hospitalario La Paz","N",NA,474,"HOSPITAL UNIVERSITARIO LA PAZ","Pº DE LA CASTELLANA, 261",917277000,NA,913584699,"280796","Madrid","28","MADRID","13","MADRID","28046",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","S","N","S","N","S",NA,"N","gencia.hulp@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68590964099997,40.480424183,"PointAddress","05","Norte"
"1328000027","280246","HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑON","CALLE DEL DOCTOR ESQUERDO 46","915868000","280796","Madrid","28","MADRID","13","MADRID","28009",1143,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","280225","Complejo Hospitalario Gregorio Marañón","N","AMACHO@PGOB.HGGM.ES",486,"HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑON","DR ESQUERDO, 46",915868000,915868017,915868018,"280796","Madrid","28","MADRID","13","MADRID","28007",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","S","N","S",NA,"N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67113352499996,40.419369772,"Manual","02","Centro-Norte"
"1328000019","280210","HOSPITAL DE CANTOBLANCO","CARRETERA DE COLMENAR VIEJO K.14,8","915867575","280796","Madrid","28","MADRID","13","MADRID","28049",131,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","281168","Complejo Hospitalario La Paz","N",NA,484,"HOSPITAL CANTOBLANCO","CTRA. DE COLMENAR VIEJO, KM. 14,5",917277000,NA,913584699,"280796","Madrid","28","MADRID","13","MADRID","28049",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","N","N","S","N","S",NA,"N","gencia.hulp@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69331286299996,40.539305132,"Manual","05","Norte"
